,Unnamed: 0,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number,CEO_BuiltUp,CEO_Trees,CEO_Shrubland,CEO_Grassland,CEO_Cropland,CEO_Water,CEO_Barren,Trees,Shrubland,Grassland,Cropland,Built-up,Barren / Sparse Vegetation,Snow and Ice,Open Water,Herbaceous Wetland,Mangroves,Moss and Lichen
10,2048.0,140879119.0,-96.75420868815368,33.1315833040148,square,100.0,100.0,66.0,False,,100.0,2021-07-16 03:23,262.3 secs,,0.0,5513,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,15.0,18.0,55.0,33.0,0.0,0.0,14.0,0.0,0.0,53.0,0.0,0.0,36.0,0.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0
11,2047.0,140879118.0,-96.72736131184632,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 03:19,196.9 secs,,0.0,5512,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,10.0,55.0,10.0,0.0,0.0,4.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,19.0,81.0,0.0,0.0,0.0,0.0,0.0
12,2046.0,140879117.0,-96.7327307871078,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 03:16,71.4 secs,,0.0,5511,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,29.0,55.0,29.0,0.0,0.0,12.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,48.0,52.0,0.0,0.0,0.0,0.0,0.0
13,2045.0,140879116.0,-96.73810026236926,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 03:15,780.6 secs,,0.0,5510,25.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,55.0,53.0,25.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2044.0,140879115.0,-96.74346973763072,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 03:02,555.4 secs,,0.0,5509,12.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,55.0,59.0,12.0,0.0,27.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2043.0,140879114.0,-96.7488392128922,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:52,121.4 secs,,0.0,5508,16.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,55.0,15.0,16.0,0.0,67.0,0.0,0.0,2.0,2.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2042.0,140879113.0,-96.75420868815368,33.136079912044394,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:50,235.1 secs,,0.0,5507,11.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,55.0,54.0,11.0,1.0,34.0,0.0,0.0,0.0,15.0,0.0,60.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2041.0,140879112.0,-96.72736131184632,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:46,216.9 secs,,0.0,5506,12.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.0,55.0,56.0,12.0,1.0,31.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2040.0,140879111.0,-96.7327307871078,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:43,199.8 secs,,0.0,5505,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,55.0,67.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,41.0,0.0,0.0,0.0,0.0,0.0
19,2039.0,140879110.0,-96.73810026236926,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:39,109.4 secs,,0.0,5504,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,81.0,0.0,0.0,0.0,0.0,0.0
20,2038.0,140879109.0,-96.74346973763072,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:37,184.7 secs,,0.0,5503,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,55.0,26.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2037.0,140879108.0,-96.7488392128922,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:34,699.4 secs,,0.0,5502,64.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,55.0,5.0,64.0,0.0,31.0,0.0,0.0,0.0,85.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,2036.0,140879107.0,-96.75420868815368,33.140576520073985,square,100.0,100.0,66.0,False,,100.0,2021-07-16 02:23,10454.0 secs,,0.0,5501,5.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,55.0,53.0,5.0,1.0,41.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0
23,2035.0,140879106.0,-96.740785,33.129335,square,100.0,100.0,66.0,False,,100.0,2021-07-17 02:37,208.9 secs,,0.0,5500,11.0,10.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,9.0,55.0,14.0,11.0,10.0,57.0,0.0,0.0,8.0,66.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2029.0,140879100.0,-75.17674372628163,39.98393747992602,square,100.0,100.0,50.0,False,,100.0,2021-08-09 00:53,412.7 secs,,0.0,5431,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,54.0,73.0,11.0,0.0,16.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2028.0,140879099.0,-75.14739627371837,39.98843408795561,square,100.0,100.0,50.0,False,,100.0,2021-08-09 00:46,234.0 secs,,0.0,5430,22.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,35.0,54.0,57.0,22.0,0.0,20.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0
26,2017.0,140879088.0,-75.17674372628163,39.99293069598521,square,100.0,100.0,50.0,False,,100.0,2021-08-08 20:30,261.2 secs,,0.0,5419,35.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,32.0,54.0,54.0,35.0,1.0,5.0,0.0,0.0,5.0,27.0,0.0,0.0,1.0,68.0,4.0,0.0,0.0,0.0,0.0,0.0
27,2057.0,140879128.0,-96.73810026236926,33.127086695985206,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:01,226.3 secs,,0.0,5522,56.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,4.0,56.0,0.0,38.0,0.0,2.0,0.0,36.0,0.0,17.0,0.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0
28,2059.0,140879130.0,-96.72736131184632,33.127086695985206,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:06,99.0 secs,,0.0,5524,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,55.0,57.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0
29,1234.0,140878305.0,-88.64862098659233,47.2302723040148,square,100.0,100.0,59.0,False,,100.0,2021-07-14 23:43,9.4 secs,,0.0,3313,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
30,2060.0,140879131.0,-96.75420868815368,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:08,130.6 secs,,0.0,5525,3.0,0.0,5.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,55.0,0.0,3.0,0.0,5.0,77.0,0.0,15.0,9.0,0.0,86.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
31,2106.0,140879177.0,-97.77639690323562,30.253758479926017,square,100.0,100.0,67.0,False,,100.0,2021-07-25 18:05,808.4 secs,,0.0,5634,50.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,16.0,56.0,36.0,50.0,0.0,4.0,0.0,0.0,10.0,69.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2086.0,140879157.0,-97.78680929029308,30.2672483040148,square,100.0,100.0,67.0,False,,100.0,2021-07-24 21:02,3168.5 secs,,0.0,5614,48.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,56.0,39.0,48.0,0.0,13.0,0.0,0.0,0.0,62.0,0.0,5.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0
33,2084.0,140879155.0,-97.76598451617816,30.27174491204439,square,100.0,100.0,67.0,False,,100.0,2021-07-24 17:38,918.8 secs,,0.0,5612,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,27.0,56.0,34.0,3.0,0.0,55.0,0.0,0.0,8.0,0.0,0.0,33.0,0.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0
34,2078.0,140879149.0,-97.76598451617816,30.276241520073985,square,100.0,100.0,67.0,False,,100.0,2021-07-24 05:44,448.6 secs,,0.0,5606,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,56.0,84.0,10.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0
35,2071.0,140879142.0,-96.72736131184632,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 19:32,390.0 secs,,0.0,5536,16.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,55.0,50.0,16.0,0.0,33.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0
36,2070.0,140879141.0,-96.7327307871078,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 19:25,182.1 secs,,0.0,5535,15.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,46.0,55.0,75.0,15.0,1.0,8.0,0.0,0.0,1.0,59.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2069.0,140879140.0,-96.73810026236926,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 19:22,2850.8 secs,,0.0,5534,28.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,55.0,54.0,28.0,1.0,15.0,0.0,2.0,0.0,22.0,0.0,11.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2068.0,140879139.0,-96.74346973763072,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:35,91.0 secs,,0.0,5533,38.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,55.0,1.0,38.0,0.0,59.0,0.0,0.0,2.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2067.0,140879138.0,-96.7488392128922,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:33,295.0 secs,,0.0,5532,48.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19.0,21.0,55.0,40.0,48.0,0.0,9.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0
40,2066.0,140879137.0,-96.75420868815368,33.11809347992602,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:28,130.2 secs,,0.0,5531,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,55.0,61.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0
41,2065.0,140879136.0,-96.72736131184632,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:26,214.7 secs,,0.0,5530,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,55.0,0.0,8.0,0.0,27.0,0.0,0.0,65.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2064.0,140879135.0,-96.7327307871078,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:23,140.9 secs,,0.0,5529,80.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,5.0,80.0,0.0,11.0,0.0,4.0,0.0,7.0,0.0,50.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0
43,2063.0,140879134.0,-96.73810026236926,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:20,228.0 secs,,0.0,5528,6.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,44.0,55.0,44.0,6.0,2.0,45.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0
44,2062.0,140879133.0,-96.74346973763072,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:17,228.3 secs,,0.0,5527,8.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,52.0,55.0,56.0,8.0,0.0,28.0,0.0,6.0,2.0,0.0,0.0,26.0,0.0,54.0,20.0,0.0,0.0,0.0,0.0,0.0
45,2061.0,140879132.0,-96.7488392128922,33.12259008795561,square,100.0,100.0,66.0,False,,100.0,2021-07-16 18:13,262.8 secs,,0.0,5526,31.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,37.0,55.0,48.0,31.0,0.0,13.0,0.0,0.0,8.0,4.0,0.0,2.0,2.0,87.0,5.0,0.0,0.0,0.0,0.0,0.0
46,2016.0,140879087.0,-75.14739627371837,39.9974273040148,square,100.0,100.0,50.0,False,,100.0,2021-08-08 20:26,180.9 secs,,0.0,5418,32.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,22.0,54.0,44.0,32.0,2.0,20.0,0.0,0.0,2.0,41.0,0.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2008.0,140879079.0,-75.15913525474367,40.0019239120444,square,100.0,100.0,50.0,False,,100.0,2021-08-08 19:41,303.1 secs,,0.0,5410,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,55.0,54.0,77.0,9.0,0.0,9.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,87.0,4.0,0.0,0.0,0.0,0.0,0.0
48,2001.0,140879072.0,-75.16500474525633,40.00642052007399,square,100.0,100.0,50.0,False,,100.0,2021-08-08 18:30,480.6 secs,,0.0,5403,23.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,54.0,57.0,23.0,0.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2000.0,140879071.0,-75.17087423576898,40.00642052007399,square,100.0,100.0,50.0,False,,100.0,2021-07-22 03:34,13904.2 secs,,0.0,5402,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,73.0,54.0,89.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1969.0,140879040.0,-80.85178632652278,35.1977309120444,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:59,213.4 secs,,0.0,5308,6.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,61.0,53.0,80.0,6.0,3.0,11.0,0.0,0.0,0.0,53.0,0.0,3.0,0.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0
51,1968.0,140879039.0,-80.85728854420464,35.1977309120444,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:46,143.0 secs,,0.0,5307,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,53.0,27.0,0.0,0.0,73.0,0.0,0.0,0.0,15.0,0.0,44.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1967.0,140879038.0,-80.82977745579537,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:56,543.5 secs,,0.0,5306,54.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,53.0,32.0,54.0,0.0,13.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1966.0,140879037.0,-80.83527967347722,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:40,336.4 secs,,0.0,5305,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,48.0,53.0,77.0,9.0,0.0,13.0,0.0,0.0,1.0,12.0,0.0,10.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0
54,1965.0,140879036.0,-80.84078189115907,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:34,346.4 secs,,0.0,5304,44.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,53.0,33.0,44.0,0.0,23.0,0.0,0.0,0.0,61.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1964.0,140879035.0,-80.84628410884093,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-16 21:29,1241.4 secs,,0.0,5303,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,53.0,56.0,18.0,0.0,26.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,73.0,8.0,0.0,0.0,0.0,0.0,0.0
56,1963.0,140879034.0,-80.85178632652278,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-16 00:59,2669.0 secs,,0.0,5302,22.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,53.0,44.0,22.0,0.0,34.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1962.0,140879033.0,-80.85728854420464,35.20222752007399,square,100.0,100.0,65.0,False,,100.0,2021-07-15 16:22,1497.5 secs,,0.0,5301,8.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,13.0,53.0,44.0,8.0,8.0,38.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1961.0,140879032.0,-80.843533,35.190986,square,100.0,100.0,65.0,False,,100.0,2021-07-15 00:04,1978.8 secs,,0.0,5300,51.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,1.0,16.0,53.0,17.0,51.0,0.0,18.0,0.0,11.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1954.0,140879025.0,-74.19133681224918,40.81915508795561,square,100.0,100.0,64.0,False,,100.0,2021-07-23 01:56,108.1 secs,,0.0,5230,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,52.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,40.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
60,1951.0,140879022.0,-74.20916399755016,40.81915508795561,square,100.0,100.0,64.0,False,,100.0,2021-07-22 19:39,342.3 secs,,0.0,5227,23.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,32.0,52.0,42.0,23.0,2.0,0.0,4.0,8.0,0.0,86.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1948.0,140879019.0,-74.19133681224918,40.823651695985205,square,100.0,100.0,64.0,False,,100.0,2021-07-22 19:24,619.5 secs,,0.0,5224,8.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,3.0,52.0,3.0,8.0,0.0,0.0,76.0,0.0,6.0,15.0,0.0,77.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1945.0,140879016.0,-74.20916399755016,40.823651695985205,square,100.0,100.0,64.0,False,,100.0,2021-07-22 19:02,138.7 secs,,0.0,5221,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,43.0,35.0,52.0,78.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,9.0,0.0,77.0,5.0,0.0,0.0,0.0,0.0,0.0
